dataset,proc_id_1,node_id_1,proc_id_2,node_id_2,node_label_1,node_label_2,paired,gold_paired
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2667,83,2691,"apply online send papers provide","apply online confirm establish country",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2668,83,2691,"send online protocol apply online send protocol","apply online confirm establish country",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2669,83,2690,"send documents by post mail papers office","send documents by post email document letter",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2669,83,2694,"send documents by post mail papers office","send letter of acceptance send letter rejection acceptance",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2669,83,2700,"send documents by post mail papers office","certificate received send certificate email",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2669,83,2702,"send documents by post mail papers office","certificate received email send certificate",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2669,83,2706,"send documents by post mail papers office","documents received mail papers destination",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2669,83,2707,"send documents by post mail papers office","check documents documents information application",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2670,83,2690,"documents received send online protocol documents","send documents by post email document letter",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2670,83,2706,"documents received send online protocol documents","documents received mail papers destination",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2670,83,2707,"documents received send online protocol documents","check documents documents information application",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2671,83,2690,"check documents send documents post check evaluate","send documents by post email document letter",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2671,83,2700,"check documents send documents post check evaluate","certificate received send certificate email",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2671,83,2702,"check documents send documents post check evaluate","certificate received email send certificate",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2671,83,2706,"check documents send documents post check evaluate","documents received mail papers destination",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2671,83,2707,"check documents send documents post check evaluate","check documents documents information application",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2672,83,2688,"evaluate validate confirm address","sufficient cp in mathematics sufficient take oral exam evaluate",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2672,83,2704,"evaluate validate confirm address","less than cp in mathematics math exam school",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2672,83,2708,"evaluate validate confirm address","evaluate result marks validate",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2673,83,2705,"invite to an aptitude test invitation test failure","take oral exam revoke rejection bad",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2675,83,2705,"take aptitude test confirm establish country","take oral exam revoke rejection bad",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2676,83,2708,"rank students according to gpa and the test results confirm establish country","evaluate result marks validate",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2679,83,2705,"pay for aptitude test test invitation application","take oral exam revoke rejection bad",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2683,83,2693,"acceptance revoke rejection bad","provisional acceptance cancelled average grade good better acceptance confirmed",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2683,83,2694,"acceptance revoke rejection bad","send letter of acceptance send letter rejection acceptance",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2683,83,2695,"acceptance revoke rejection bad","send letter of provisional acceptance process result degree",true,false
