_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,how_relevant_do_you_think_process_fragment_b_is_with_respect_to_activity_a,please_explain_the_reasoning_behind_your_choices_optional,select_all_the_activities_from_process_fragment_b_which_you_think_are_similar_to_activity_a,how_relevant_do_you_think_process_fragment_b_is_with_respect_to_activity_a_gold,please_explain_the_reasoning_behind_your_choices_optional_gold,query_node_id,query_node_img,query_node_label,query_process_id,result_group_id,result_group_img,result_group_labels,result_process_id,select_all_the_activities_from_process_fragment_b_which_you_think_are_similar_to_activity_a_gold
1308264890,9/27/2017 18:31:30,2875505214,9/27/2017 18:30:16,false,elite,0.7353,43787115,VEN,18,Araure,190.79.136.198,1,,NONE,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1308264890,9/27/2017 18:34:45,2875513562,9/27/2017 18:30:25,false,elite,0.7304,43667392,IND,36,Allahabad,47.8.12.112,1,,2692,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1308264890,9/27/2017 18:45:16,2875538975,9/27/2017 18:30:58,false,csedit,0.6083,39594842,KEN,05,Nairobi,154.70.5.161,3,a document has to be good and as per the job requirements  for it to be accepted,"2687
2692",,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1308264891,9/27/2017 18:10:05,2875437732,9/27/2017 18:09:39,false,clixsense,0.8501,42126087,GRC,35,Athens,89.210.77.122,4,,2708,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1308264891,9/27/2017 18:10:17,2875438100,9/27/2017 18:09:36,false,neodev,0.7851,43906122,EGY,11,Cairo,45.244.150.215,4,,2688,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1308264891,9/27/2017 18:11:35,2875441265,9/27/2017 18:09:54,false,neodev,0.5796,43685853,EGY,11,Cairo,62.114.217.212,1,,NONE,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1308264892,9/27/2017 18:02:27,2875421379,9/27/2017 18:02:01,false,neodev,0.8906,40170095,VEN,25,Caracas,200.125.186.89,3,,2706,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1308264892,9/27/2017 18:03:03,2875422434,9/27/2017 18:02:25,false,clixsense,0.8922,34756512,IND,10,Faridabad,160.238.70.230,4,,2691,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1308264892,9/27/2017 18:48:58,2875548224,9/27/2017 18:41:22,false,elite,0.7702,43788548,VEN,07,Valencia,186.89.107.28,4,,2691,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1308264893,9/27/2017 18:03:21,2875422948,9/27/2017 18:00:01,false,neodev,1.0,42842035,MDA,60,Balti,37.233.58.94,2,,2694,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1308264893,9/27/2017 18:33:21,2875509587,9/27/2017 18:31:44,false,clixsense,0.7506,43805853,GRC,35,Athens,79.166.254.245,2,,NONE,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1308264893,9/27/2017 19:01:08,2875579022,9/27/2017 18:58:38,false,clixsense,0.6931,42219561,UKR,05,Donetsk,195.128.231.133,3,,2709,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1308264894,9/27/2017 18:02:27,2875421372,9/27/2017 18:02:01,false,neodev,0.8906,40170095,VEN,25,Caracas,200.125.186.89,2,,2698,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1308264894,9/27/2017 18:50:39,2875553095,9/27/2017 18:32:18,false,clixsense,0.6111,42150186,UKR,03,Chernivtsi,194.146.139.240,1,,NONE,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1308264894,9/27/2017 19:12:29,2875603883,9/27/2017 19:03:40,false,clixsense,0.7333,40507163,FRA,B5,Nantes,88.185.219.186,3,,"2695
2700",,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1308264895,9/27/2017 17:59:55,2875415750,9/27/2017 17:59:29,false,clixsense,0.8922,34756512,IND,10,Faridabad,160.238.70.230,1,,"2701
2702",,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1308264895,9/27/2017 18:31:10,2875504429,9/27/2017 18:29:36,false,neodev,0.8717,43639751,VEN,25,Caracas,201.209.227.203,3,,2700,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1308264895,9/27/2017 19:12:31,2875603925,9/27/2017 19:11:19,false,clixsense,0.7506,43805853,GRC,35,Athens,79.166.254.245,1,,2700,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1308264896,9/27/2017 18:01:31,2875419048,9/27/2017 18:01:09,false,neodev,0.8906,40170095,VEN,25,Caracas,200.125.186.89,4,,2689,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1308264896,9/27/2017 18:32:36,2875507738,9/27/2017 18:31:12,false,neodev,0.8717,43639751,VEN,25,Caracas,201.209.227.203,4,,2689,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1308264896,9/27/2017 19:05:55,2875589772,9/27/2017 19:01:41,false,neodev,0.7,40296271,VEN,23,Ciudad Ojeda,201.211.5.24,4,,"2687
2689",,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1308264897,9/27/2017 18:01:08,2875418291,9/27/2017 18:00:48,false,neodev,0.8906,40170095,VEN,25,Caracas,200.125.186.89,3,,2688,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1308264897,9/27/2017 18:05:30,2875427737,9/27/2017 18:01:09,false,neodev,0.7507,35527002,VEN,04,Maracay,186.185.185.18,1,,NONE,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1308264897,9/27/2017 18:13:54,2875447682,9/27/2017 18:12:41,false,clixsense,0.7843,40938867,BRA,06,Fortaleza,177.207.56.137,3,,2708,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1308264898,9/27/2017 18:11:01,2875439870,9/27/2017 18:08:53,false,elite,0.7238,43591170,BRA,26,Catanduvas,177.222.144.178,3,,2707,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1308264898,9/27/2017 18:17:12,2875457511,9/27/2017 18:08:42,false,elite,0.7353,43787115,VEN,18,Araure,190.79.136.198,3,sending documents,"2690
2691",,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1308264898,9/27/2017 18:40:31,2875529060,9/27/2017 18:38:52,false,clixsense,0.7614,40841039,DZA,"","",105.110.251.46,2,,2690,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1308264899,9/27/2017 18:07:36,2875432274,9/27/2017 18:06:57,false,neodev,0.7851,43906122,EGY,11,Cairo,45.244.150.215,1,,NONE,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1308264899,9/27/2017 18:07:42,2875432527,9/27/2017 18:06:55,false,clixsense,0.8867,43719778,EGY,11,Cairo,45.244.150.215,2,,2709,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1308264899,9/27/2017 18:39:45,2875527412,9/27/2017 18:36:56,false,imerit_india,0.7311,25772685,IND,28,Kolkata,115.112.75.70,4,,2696,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1308264900,9/27/2017 18:00:25,2875416682,9/27/2017 18:00:08,false,neodev,0.8906,40170095,VEN,25,Caracas,200.125.186.89,3,,2698,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
